1.000000 	 1.000000 	 10600.000000 
1.000000 	 21.000000 	 11849.654302 
1.000000 	 41.000000 	 12996.158586 
1.000000 	 61.000000 	 14058.785961 
1.000000 	 81.000000 	 15046.757965 
1.000000 	 101.000000 	 15961.568931 
1.000000 	 121.000000 	 16807.152442 
1.000000 	 141.000000 	 17588.237076 
1.000000 	 161.000000 	 18309.538693 
1.000000 	 181.000000 	 18975.537607 
1.000000 	 201.000000 	 19590.423781 
1.000000 	 221.000000 	 20158.091491 
1.000000 	 241.000000 	 20682.149852 
1.000000 	 261.000000 	 21165.938707 
1.000000 	 281.000000 	 21612.546017 
1.000000 	 301.000000 	 22024.825348 
1.000000 	 321.000000 	 22405.412737 
1.000000 	 341.000000 	 22756.742740 
1.000000 	 361.000000 	 23081.063474 
1.000000 	 381.000000 	 23380.450685 
1.000000 	 401.000000 	 23656.820830 
1.000000 	 421.000000 	 23911.943209 
1.000000 	 441.000000 	 24147.451217 
1.000000 	 461.000000 	 24364.852739 
1.000000 	 481.000000 	 24565.539787 
1.000000 	 501.000000 	 24750.797373 
1.000000 	 521.000000 	 24921.811739 
1.000000 	 541.000000 	 25079.677929 
1.000000 	 561.000000 	 25225.406812 
1.000000 	 581.000000 	 25359.931539 
1.000000 	 601.000000 	 27679.204768 
1.000000 	 621.000000 	 30649.911246 
1.000000 	 641.000000 	 31916.473150 
1.000000 	 661.000000 	 32331.833386 
1.000000 	 681.000000 	 32328.288100 
1.000000 	 701.000000 	 32126.366378 
1.000000 	 721.000000 	 31844.324875 
1.000000 	 741.000000 	 31473.825974 
1.000000 	 761.000000 	 31127.949403 
1.000000 	 781.000000 	 30808.665090 
1.000000 	 801.000000 	 30513.928519 
1.000000 	 821.000000 	 30241.852373 
1.000000 	 841.000000 	 29990.694436 
1.000000 	 861.000000 	 29758.846438 
1.000000 	 881.000000 	 29544.823762 
1.000000 	 901.000000 	 29347.255931 
1.000000 	 921.000000 	 29164.877837 
1.000000 	 941.000000 	 28996.521638 
1.000000 	 961.000000 	 28841.109279 
1.000000 	 981.000000 	 28697.645590 
1.000000 	 1001.000000 	 30439.989482 
1.000000 	 1021.000000 	 32336.890259 
1.000000 	 1041.000000 	 33034.670483 
1.000000 	 1061.000000 	 33138.692999 
1.000000 	 1081.000000 	 32957.389255 
1.000000 	 1101.000000 	 32645.011539 
1.000000 	 1121.000000 	 32272.296213 
1.000000 	 1141.000000 	 31865.030333 
1.000000 	 1161.000000 	 31489.076542 
1.000000 	 1181.000000 	 31142.027454 
1.000000 	 1201.000000 	 30821.660766 
1.000000 	 1221.000000 	 30525.925041 
1.000000 	 1241.000000 	 30252.926559 
1.000000 	 1261.000000 	 30000.917197 
1.000000 	 1281.000000 	 29768.283236 
1.000000 	 1301.000000 	 29553.535024 
1.000000 	 1321.000000 	 29355.297440 
