1.000000 	 1.000000 	 10600.000000 
1.000000 	 21.000000 	 11849.650865 
1.000000 	 41.000000 	 12996.135039 
1.000000 	 61.000000 	 14058.739316 
1.000000 	 81.000000 	 15046.701909 
1.000000 	 101.000000 	 15961.510534 
1.000000 	 121.000000 	 16807.094670 
1.000000 	 141.000000 	 17588.181259 
1.000000 	 161.000000 	 18309.485440 
1.000000 	 181.000000 	 18975.487194 
1.000000 	 201.000000 	 19590.376309 
1.000000 	 221.000000 	 20158.046947 
1.000000 	 241.000000 	 20682.108165 
1.000000 	 261.000000 	 21165.899769 
1.000000 	 281.000000 	 21612.509698 
1.000000 	 301.000000 	 22024.791511 
1.000000 	 321.000000 	 22405.381241 
1.000000 	 341.000000 	 22756.713446 
1.000000 	 361.000000 	 23081.036240 
1.000000 	 381.000000 	 23380.425378 
1.000000 	 401.000000 	 23656.797321 
1.000000 	 421.000000 	 23911.921376 
1.000000 	 441.000000 	 24147.430944 
1.000000 	 461.000000 	 24364.833919 
1.000000 	 481.000000 	 24565.522317 
1.000000 	 501.000000 	 24750.781156 
1.000000 	 521.000000 	 24921.796683 
1.000000 	 541.000000 	 25079.663954 
1.000000 	 561.000000 	 25225.393839 
1.000000 	 581.000000 	 25669.648212 
1.000000 	 601.000000 	 28690.138050 
1.000000 	 621.000000 	 30056.591784 
1.000000 	 641.000000 	 30588.901119 
1.000000 	 661.000000 	 30706.006604 
1.000000 	 681.000000 	 30621.919302 
1.000000 	 701.000000 	 30439.297626 
1.000000 	 721.000000 	 30172.985018 
1.000000 	 741.000000 	 29927.121842 
1.000000 	 761.000000 	 29700.161525 
1.000000 	 781.000000 	 32236.936715 
1.000000 	 801.000000 	 33544.366090 
1.000000 	 821.000000 	 33918.262155 
1.000000 	 841.000000 	 33835.737758 
1.000000 	 861.000000 	 33539.964106 
1.000000 	 881.000000 	 33156.729371 
1.000000 	 901.000000 	 32691.092111 
1.000000 	 921.000000 	 32251.627668 
1.000000 	 941.000000 	 31845.950857 
1.000000 	 961.000000 	 31471.463960 
1.000000 	 981.000000 	 31125.768985 
1.000000 	 1001.000000 	 30806.652302 
1.000000 	 1021.000000 	 30512.070474 
1.000000 	 1041.000000 	 30240.137172 
1.000000 	 1061.000000 	 29989.111096 
1.000000 	 1081.000000 	 29757.384821 
1.000000 	 1101.000000 	 29543.474507 
1.000000 	 1121.000000 	 29346.010400 
1.000000 	 1141.000000 	 29163.728054 
1.000000 	 1161.000000 	 28995.460240 
1.000000 	 1181.000000 	 31162.749327 
1.000000 	 1201.000000 	 32797.014235 
1.000000 	 1221.000000 	 33353.678451 
1.000000 	 1241.000000 	 33378.926503 
1.000000 	 1261.000000 	 33151.305494 
1.000000 	 1281.000000 	 32812.379352 
1.000000 	 1301.000000 	 32399.579246 
1.000000 	 1321.000000 	 31982.527377 
1.000000 	 1341.000000 	 31597.539980 
1.000000 	 1361.000000 	 31242.151819 
1.000000 	 1381.000000 	 30914.087199 
1.000000 	 1401.000000 	 30611.245383 
1.000000 	 1421.000000 	 30331.687153 
1.000000 	 1441.000000 	 30073.622379 
1.000000 	 1461.000000 	 29835.398568 
1.000000 	 1481.000000 	 29615.490274 
1.000000 	 1501.000000 	 29412.489331 
1.000000 	 1521.000000 	 29225.095842 
1.000000 	 1541.000000 	 29052.109848 
1.000000 	 1561.000000 	 28892.423649 
1.000000 	 1581.000000 	 28745.014708 
1.000000 	 1601.000000 	 28608.939103 
1.000000 	 1621.000000 	 28483.325488 
1.000000 	 1641.000000 	 28367.369506 
1.000000 	 1661.000000 	 28260.328643 
1.000000 	 1681.000000 	 28161.517472 
1.000000 	 1701.000000 	 28070.303264 
1.000000 	 1721.000000 	 27986.101938 
1.000000 	 1741.000000 	 27908.374316 
1.000000 	 1761.000000 	 27836.622678 
